Finds No,Unit No,Count,Weight,Thickness,Colour,Bubbles,Original Edge,Fracture Edge,Ridge Lines,Shadow Lines,Quarry shape,Length,Width,Quarry size,Burnt,Patina,Decoration,scratch type,Scratchings,object,Completeness,Other Comments,Control reading,Translucency reading,Percentage translusency,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved
7942,1263,2,4.04,1.5,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,1266,1266,Wall blocking,in situ,FALSE
2026,268,1,10.9,1.8,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,the glass is a bit wavy. The patina is almost only on one side.,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
2026,268,5,3.13,1,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - line,A wheel made scratch along the cut edge.,pane,,slight greenish tint.,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
3014,665,2,1.65,1,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,685,989,Floor,in situ,FALSE
5498,1032,2,3.19,1,light green,Occasional,Cut & Chipped,Straight,,TRUE,straight-sided,,,"51,5 mm",FALSE,slight,,,,pane,,One fragment is cut with shadow line on one end and chipped on the other,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,816,816,Wall blocking,in situ,FALSE
8269,1614,3,3.32,1,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,decoration?,"One fragment has a curved scratch that seems to be part of a semi-circle, perhaps part of a decoration.",pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1200,1200,Wall,in situ,FALSE
1949,362,2,1.13,1.1,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,heavy,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,disorganized,FALSE
2026,268,1,0.67,1.2,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
2026,268,2,2.57,1.2,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
2026,268,1,1.65,1.2,dark green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
2103,350,8,10.77,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
2103,350,4,4.19,1.2,dark green,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
2133,464,4,5.76,1.2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,710,443,Floor,disorganized,FALSE
2239,501,2,2.82,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Wall,disturbed,FALSE
2273,512,6,5.95,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Wall,disturbed,FALSE
2992,644,5,1.53,1.2,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - parallel lines,scratches parallel to the cut edge,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
7965,1313,5,11.82,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Wall,disturbed,FALSE
11051,1775,3,5.22,1.2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1780,1780,Wall blocking,in situ,FALSE
2585,532,1,0.51,1.4,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,799,989,Floor,in situ,FALSE
2901,633,1,8.48,1.4,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
5683,1238,8,11.49,1.4,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
222,101,4,5.84,1.5,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,797,989,Floor,in situ,FALSE
11056,1781,1,2.05,1.6,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,mirror,,Mirror,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1780,1780,Wall blocking,in situ,FALSE
1949,362,2,3.45,1.8,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,disorganized,FALSE
226,103,1,1.11,2,dark green,Frequent,Beaded,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
5221,268,3,1.2,2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
2020,379,5,6.02,2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
2133,464,2,4.672,2,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,710,443,Floor,disorganized,FALSE
5670,1222,1,1.1,2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
2273,512,9,17.03,2.2,dark green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Wall,disturbed,FALSE
2876,626,1,1.66,2.2,colourless,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,mirror,,Mirror,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,666,443,Floor,in situ,FALSE
3372,350,1,0.5,1,dark green,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,10.48,5.35,0.510496183,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
1949,362,4,0.95,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,disorganized,FALSE
3390,363,1,0.88,1,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
5223,443,1,1.44,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,756,443,Building,in situ,FALSE
5500,1033,1,0.56,1,colourless,,,Jagged,,FALSE,,,,,FALSE,slight,,,,?pane,,"heavily fractured, possibly burned, possibly 'ice glass'",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Sill plate,disorganized,FALSE
5670,1222,1,0.61,1,light green,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
3372,350,1,2.55,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,10.57,7.3,0.690633869,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
5223,430,1,1.18,1.2,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,decoration?,"Scratchings on one side, possibly part of a picture or an inscription.",?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,756,443,Building,in situ,FALSE
2160,471,1,0.95,1.2,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Floor,disturbed,FALSE
2907,637,2,8.06,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,685,989,Floor,in situ,FALSE
7942,1263,1,1.32,1.2,light green,None,,Straight,straight,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,1266,1266,Wall blocking,in situ,FALSE
2030,384,2,1.63,1.4,light green,Occasional,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,666,443,Floor,in situ,FALSE
5683,1238,2,1.75,1.4,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
9109,268,1,1.5,1.5,light green,,cut,,,TRUE,,,,,FALSE,moderate,,,,pane,,"snapped edges, 1.5mm thick, shadow mark; sample 30",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
3390,363,1,0.42,1.5,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?vessel,,fragment slightly cutbent.  Could be vessel fragment,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
2121,437,2,1.9,1.5,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,757,989,Fireplace,in situ,FALSE
5670,1222,1,6,1.5,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,11.55,7.2,0.623376623,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
5704,1263,6,3.66,1.5,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,1266,1266,Wall blocking,in situ,FALSE
5683,1238,1,1.7,1.6,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,mirror,,Mirror,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
11056,1781,1,0.57,1.6,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?vessel,,"slightly curved, perhaps a vessel",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1780,1780,Wall blocking,in situ,FALSE
5500,1033,1,0.92,1.8,light green,,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,443,443,Sill plate,disorganized,FALSE
5683,1238,1,2.58,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
5704,1263,2,5.12,2.2,light green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,yellowish tint,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,1266,1266,Wall blocking,in situ,FALSE
222,101,1,12.49,2.5,dark green,Frequent,,Straight,straight,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,797,989,Floor,in situ,FALSE
8269,1614,1,10.45,2.5,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,"Has a slight curvature, possibly a vessel",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1200,1200,Wall,in situ,FALSE
2026,268,1,3.67,2.8,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,"very dark, probably a vessel",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,264,1200,Drain,in situ,FALSE
5704,1263,1,0.85,2.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,Greyish tint,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,1266,1266,Wall blocking,in situ,FALSE
2711,609,1,2.89,3,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,816,816,Wall,in situ,FALSE
2131,468,1,2.7,,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,799,301,Floor,in situ,TRUE
11056,1781,2,1.92,,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,ND,Traces of  two or three parallel scratches on both pieces,?pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1780,1780,Wall blocking,in situ,FALSE
5209,100,1,3.11,1.5,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S29.2,1790-1820,1790,1820,1780-1840,Infirmary,163,100,Building,in situ,FALSE
221,98,3,6.63,2,dark green,Frequent,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,absent,,ND,irregular scratch mark on one piece.,pane,,,,,,S29.2,1790-1820,1790,1820,1780-1840,Infirmary,100,100,Floor,in situ,FALSE
15236,2793,1,3.31,1.2,colourless,None,Cut,,,FALSE,quarter circle,49,32,"length 49mm, width 32mm",FALSE,moderate,,,,pane,c,complete pane. Shaped like a quarter of a circle,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
15236,2793,2,6.61,1,light green,None,Cut,Straight,,TRUE,half circle,,,,FALSE,heavy,,,,pane,,"Warped, probably part of a semi-circle",,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
15300,2622,1,705,2,light green,Occasional,Cut & Chipped,Straight,,TRUE,other,,,,FALSE,moderate,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
15396,2612,8,27.22,1.4,light green,,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
11128,1877,1,2.89,1.9,light green,Occasional,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,absent,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1966,1257,External area,in situ,FALSE
17457,2585,1,0.27,0.9,colourless,,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,heavy,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1966,1257,External area,in situ,TRUE
11222,2049,2,1.45,1,colourless,Frequent,,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1077,1257,Drain,in situ,FALSE
15405,2585,2,3.76,1,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1966,1257,External area,in situ,TRUE
11219,2042,2,3.31,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,TRUE,slight,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,2040,1257,External area,in situ,FALSE
11128,1877,1,3.69,2,light green,Frequent,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1966,1257,External area,in situ,FALSE
11397,2285,1,1.23,1,colourless,Frequent,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,fragment from a vessel,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
11093,1843,1,1.3,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1077,1257,Drain,in situ,FALSE
11219,2042,1,0.81,1.2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,2040,1257,External area,in situ,FALSE
11222,2049,1,0.31,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1077,1257,Drain,in situ,FALSE
11416,2315,3,2.98,1.4,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,Wall,disorganized,FALSE
11128,1877,1,1.55,1.5,light green,None,Cut,Straight,,FALSE,,,,,FALSE,slight,,ND,Scratch mark,?pane,,Yellowish tint,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1966,1257,External area,in situ,FALSE
8343,1699,1,1.84,2,,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,Floor,in situ,FALSE
11128,1877,1,0.81,2,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1966,1257,External area,in situ,FALSE
11397,2285,3,2.48,2,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
11397,2285,2,4.23,2.5,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,vessel,,,,C.2,1720-1830,1720,1830,1720-1840,Courtyard,1257,1257,External area,in situ,FALSE
8036,1388,2,2.11,2,light green,Occasional,Cut,Straight,,TRUE,T-spandrel,20,15,,FALSE,slight,,,,pane,c,"At least one fragment may be complete, and appears to have a shadow line along all edges, if so it is a small triangular spandrel, 20 x 15 mm.",10.89,7.51,0.689623508,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
8062,1412,1,1.96,1,colourless,None,Chipped,Straight,,FALSE,circular/oval,,,,FALSE,absent,,,,?watch glass,,"possible cover of a pocket watch, the edge has been burned and the glass around the edge is sanded.",,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
7959,1308,1,1.65,1.2,light green,None,Chipped,Straight,,TRUE,circular/oval,60,,diameter ca. 60 mm,FALSE,slight,,,,pane,,One surface is slightly wavy,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
7989,1332,2,2.3,1.8,light green,Occasional,Chipped,Straight,,FALSE,curved,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Slopewash,in situ,FALSE
7970,1316,3,3.93,1.8,light green,Frequent,Chipped,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,yellow tint,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
8036,1388,4,11.65,1.2,light green,None,Chipped,Straight,,TRUE,spandrel,,,,TRUE,slight,,,,pane,,,,,,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
7970,1316,16,13.37,0.8,dark green,Frequent,Cut,Straight,curved,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
8036,1388,12,19.45,0.8,light green,Frequent,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,"Two pieces measured; 1: 6,5 lux., 2: 6,38 lux., avg=6,44 lux.",10.92,6.44,0.58974359,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
7970,1316,4,14.47,1.2,light green,Frequent,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
7970,1316,14,18.27,1.2,light green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
8018,1362,3,9.51,1.2,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
8018,1362,9,31.12,1.2,light green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
8036,1388,20,32.03,1.2,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,"Two pieces measured; 1: 6,36 lux., 2: 6,3 lux., avg=6,33 lux.",10.81,6.33,0.585568918,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
8036,1388,4,29.79,1.2,light green,Frequent,Cut,Straight,,TRUE,square/rectangular,,,min. 109 x 98,FALSE,slight,,,,pane,,,,,,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
8023,1370,2,4.71,1.4,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Excavation,in situ,FALSE
7959,1308,3,3.41,0.8,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,10.91,7.02,0.643446379,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
8036,1388,10,15.1,1,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
7976,1321,1,4.36,1.1,light green,Frequent,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
7959,1308,3,6.12,1.2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
8023,1370,2,1.53,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Excavation,in situ,FALSE
8036,1388,4,6.98,1.2,light green,Occasional,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,10.95,8.35,0.762557078,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
8044,1394,2,7.68,1.2,dark green,Frequent,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,10.63,5.65,0.531514581,S19.3,1790-1830,1790,1830,1780-1840,School Refectory,690,690,Wall,disorganized,FALSE
7970,1316,5,10.37,1.4,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
8018,1362,4,5.73,1.4,dark green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,Very rippled surface.,9.9,4.23,0.427272727,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
11109,1860,2,6.76,1.4,light green,Frequent,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S17.8,1790-1830,1790,1830,1780-1840,Midden,1680,1680,Wall,disorganized,FALSE
7954,1303,1,1.85,1.5,light green,None,Cut & Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Midden,in situ,FALSE
7970,1316,8,15.35,1.5,dark green,Frequent,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
7989,1332,2,2.57,1.5,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Slopewash,in situ,FALSE
8063,1412,3,7.33,1.5,dark green,Frequent,Cut,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,10.25,5.29,0.516097561,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE
